"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",normal
Oh k. . I will come tomorrow,normal
There was an error with your subscription. Please provide your credit card details to correct this.,fraud
Well if I'm that desperate I'll just call armand again,normal
"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery,  same time, same place ",normal
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 2897,fraud
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 3040,fraud
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4321,fraud
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 225,fraud
"Haha,  my friend tyler literally just asked if you could get him a dubsack",normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 9043,fraud
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 6212,fraud
* Thought I didn't see you.,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 1547,fraud
on your credit card. Please press 1 to speak with a live operator and get the confirmation code. ,fraud
"received this phone call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",fraud
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved,  tho. Anyway. Have a fab hols",normal
We live in the next  &lt;#&gt; mins,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6304,fraud
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 3662,fraud
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,normal
Do you think i can move  &lt;#&gt;  in a week,normal
"filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",fraud
S but mostly not like that.,normal
"Hi, this is John from SP Group. We will be conducting routine checks in your area to inspect the electric meters. Is tomorrow morning between 9 and 11 AM okay for you? We need access to your meter room.",normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 5501,fraud
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3702,fraud
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 5773,fraud
"Social Security Administration to inform you that due to some suspicious activities related to your social security number, we are forced to suspend your social security number with immediate effect. In case you feel this is an error, you may connect to the legal department of Social Security Administration. In order to connect a Social Security Administration officer, press 1. In case we did not hear from you, your social will be blocked permanently. To connect now, press 1, and you will be automatically connected to the concerned department. ",fraud
"I wake up long ago already... Dunno, what other thing?",normal
I uploaded mine to Facebook,normal
I've reached home n i bathe liao... U can call me now...,normal
"(And my man carlos is definitely coming by mu tonight, no excuses)",normal
Package all your programs well,normal
WHITE FUDGE OREOS ARE IN STORES,normal
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 3031,fraud
Rofl betta invest in some  anti aging products,normal
Thats cool princess! I will cover your face in hot sticky cum :),normal
Sending you greetings of joy and happiness. Do have a gr8 evening,normal
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,normal
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 4013,fraud
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 5069,fraud
Bring home some Wendy =D,normal
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,normal
There's been a resolution with your account security. Please provide your account details and password to proceed.,fraud
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5119,fraud
Dear reached railway. What happen to you,normal
She is growing more and more like his father.,normal
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,fraud
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",normal
"That is absurd,  they have a good reputation and show the results as they are.",normal
Umma. Did she say anything.,normal
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",normal
There's been a resolution needed with your account. Please provide your account details and password to proceed.,fraud
Thought we could go out for dinner. I'll treat you! Seem ok?,normal
"I can't right this second,  gotta hit people up first",normal
Horrible you eat macs eat until u forgot about me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,normal
Then ur physics get a-?,normal
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4207,fraud
It looks like you have a big family.,normal
Sat right? Okay thanks... ,normal
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4221,fraud
There's been a checkup needed with your account security. Please provide your password and account details to resolve this issue.,fraud
"Sez,  hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",normal
Then ur sis how?,normal
"we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ",fraud
Your recent online banking activity has triggered our fraud detection system. Please provide your user ID and the last transaction amount to verify your identity and secure your account.,fraud
"What will we do in the shower,  baby?",normal
"Awesome,  I'll see you in a bit.",normal
"That means you got an A in epi,  she.s fine. She.s here now.",normal
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,normal
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 2788,fraud
It means u could not keep ur words.,normal
"Amazon account. An order has been placed from your Amazon account of $799 for Apple iPhone XS. To confirm this order, please press 1, or to cancel, please press 2. ",fraud
Lucy and Patrick talk about same sex marriage.,normal
No need lar i go engin? Cos my sis at arts today...,normal
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 2341,fraud
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 6702,fraud
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",normal
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 2863,fraud
I'm looking for a good birthday gift for Mom. Any suggestions?,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 1704,fraud
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 3729,fraud
"This is Jake from Discover Card Services. Due to the tragic impact of the economy, you are now qualified for a complete debt elimination. This is a limited time offer. To get yourself enrolled, please press 1 to speak to a live representative now. ",fraud
"Thank you for choosing Visa and MasterCard Services as your legal financial advisors. This is an important message regarding your existing credit card accounts. Thanks to your good payment history and good credit score, you have been qualified finally for an interest rate reduction between 0 to 5 percent. Several attempts were made to reach you, this is your final courtesy call before we are unable to lower your interest rates. So press 1 now. ",fraud
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,normal
Good morning princess! How are you?,normal
There's been a checkup needed with your account. Please provide your account details and password to proceed.,fraud
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 4231,fraud
Let's have a baking day. I've been wanting to try making macarons!,normal
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",fraud
Are you available for soiree on June 3rd?,normal
:-) yeah! Lol. Luckily i didn't have a starring role like you!,normal
"Aight,  let me know when you're gonna be around usf",normal
He remains a bro amongst bros,normal
Fine. Do you remember me.,normal
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",normal
Same to u...,normal
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),normal
You can never do NOTHING,normal
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,normal
"Ok thats cool. Its ,  just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 3748,fraud
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 6254,fraud
"Sorry, I'll call later",normal
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 7848,fraud
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 4378,fraud
Hello Sir i am from paytm.  Your kyc is finished with Paytm.  Will you get kyc done?,fraud
"By the way,  i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",normal
"Good morning, this is the front office at Gardens by the Bay. Confirming your guided tour for the Cloud Forest and Flower Dome this Sunday at 11 AM. We have a special guide who speaks Mandarin if needed.",normal
Nope... Juz off from work...,normal
You unbelievable faglord,normal
Mm you ask him to come its enough :-),normal
"under your name by U.S. Customs and Border Protection with contraband of drugs and cash. So the moment you receive this message, please press 1 to talk to our investigation officer to avoid legal consequences. ",fraud
"Just looked it up and addie goes back Monday, sucks to be her",normal
Hi.what you think about match?,normal
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",fraud
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 3255,fraud
I was slept that time.you there?,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6123,fraud
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,normal
I hope you know that there is a difference between a CV and resume?,normal
How are you with moneY...as in to you...money aint a thing....how are you sha!,normal
"Goal! Arsenal 4 (Henry,  7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",fraud
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 3528,fraud
Are you up for a trip to the beach? A little sun and sand sound perfect right now!,normal
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraud
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 5085,fraud
"Well,  I’m going on well my studies. I am also worried about my exam.",normal
Ok i message you before i leave my house.,normal
"is Officer Sarah Schultz calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",fraud
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 7793,fraud
"This phone call from our department is to inform you we just suspended your social insurance number because we found some suspicious activity. So if you want to know about this case, just press 1. ",fraud
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 7371,fraud
Ok. How many should i buy.,normal
Thank you baby! I can't wait to taste the real thing...,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4756,fraud
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didn't shut that down.,normal
Your account has a checkup with your security. Please log in using your username and password to read it.,fraud
Excellent! Wish we were together right now!,normal
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 5474,fraud
"We can study together to clear each other doubts. Also,  our parents will not be having any issues with this. So, let’s start it from tomorrow.",normal
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",normal
We left already we at orchard now.,normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 8768,fraud
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 636,fraud
You have a checkup with your account security. Please log in using your username and password to view it.,fraud
Xy trying smth now. U eat already? We havent...,normal
"We found unauthorized login attempt. We strongly recommend please do not access your account on your device for security reason until your account will not get fixed. For more support, speak to our Amazon support team. Press 1. ",fraud
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,fraud
Please leave this topic..sorry for telling that..,normal
"Hiya, had a good day? Have you spoken to since the weekend?",normal
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,normal
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4400,fraud
"Hello, this is Lisa calling you from Chase Bank. We are monitoring your payment history and you have been qualified to drop down your interest rate below 6% on your credit cards. Please press 1 to speak with a live operator and get the confirmation code. ",fraud
Thats cool! I am a gentleman and will treat you with dignity and respect.,normal
There's been a resolution with your account security. Please provide your password and account details to resolve this issue.,fraud
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 4971,fraud
Hey i've booked the 2 lessons on sun liao...,normal
Great escape. I fancy the bridge but needs her lager. See you tomarrow.,normal
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,normal
"Hello, I'm calling from a local Singaporean charity. We're raising funds for a new project and would love your support.",normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5499,fraud
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 1271,fraud
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,normal
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",fraud
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,normal
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",normal
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Hello, this message is fully intended for you. We are calling you from the legal department to inform you that due to some suspicious activities related to your name, we are trying to reach you, but unfortunately we missed your answer. In order to connect our legal department, press one, so that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now, press one, and you will be automatically connected to the concerned department. By this call, you have been officially notified. Thank you. ",fraud
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 8800,fraud
i am going to bed now prin,normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 6129,fraud
Wishing you a wonderful week.,normal
Speak only when you feel your words are better than the silence... Gud mrng:-),normal
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility is about to air. Press 1 for more information or hang up this call. ",fraud
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,normal
You have an important alert regarding your account. Please log in using your username and password to view it.,fraud
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",normal
I cant pick the phone right now. Pls send a message,normal
Even if he my friend he is a priest call him now,normal
"Lah, tomorrow you free to help me with the project? Need your expert advice!",normal
Nvm it's ok...,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 7448,fraud
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",fraud
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,normal
"security number has been used for some kind of fraudulent activities in the South border of Texas, so please in order go ahead get more information. To speak with Officer Press 1. I repeat Press 1. Thank you and have a great day. ",fraud
"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",normal
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,normal
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 5029,fraud
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,normal
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon,  so keep an eye on ur mobile or visit www.win-82050.co.uk",fraud
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 770,fraud
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 7721,fraud
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 963,fraud
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",normal
Well i know Z will take care of me. So no worries.,normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 7496,fraud
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 708,fraud
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4067,fraud
How's the new job? Are you settling in okay?,normal
He will go to Delhi on next Monday.,normal
"Sorry, I'll call later",normal
 &lt;#&gt;  mins but i had to stop somewhere first.,normal
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 7531,fraud
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3719,fraud
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,normal
